,County,Year,State,QUANTITY,MME,Deaths
321,MONTGOMERY,2012,PA,220206.0,408082.1565547996,134.0
322,MONTOUR,2006,PA,2409.0,3180.8552295000068,
323,MONTOUR,2007,PA,3057.0,4370.038200000002,
324,MONTOUR,2008,PA,3417.0,4971.621894000008,
325,MONTOUR,2009,PA,3560.0,5471.5332,
326,MONTOUR,2010,PA,4069.0,5699.59012500002,
327,MONTOUR,2011,PA,4234.0,5480.588250000032,
328,MONTOUR,2012,PA,4566.0,6082.51023000003,
329,NORTHAMPTON,2006,PA,35333.0,57989.70047036533,15.0
330,NORTHAMPTON,2007,PA,40815.0,68912.13060142736,22.0
331,NORTHAMPTON,2008,PA,45314.0,75440.8656085533,21.0
332,NORTHAMPTON,2009,PA,48528.0,72945.84093847769,30.0
333,NORTHAMPTON,2010,PA,55587.0,83433.50544716361,25.0
334,NORTHAMPTON,2011,PA,62878.0,96175.36085246367,37.0
335,NORTHAMPTON,2012,PA,70034.0,105859.06796985146,35.0
336,NORTHUMBERLAND,2006,PA,16710.0,24653.33532000101,
337,NORTHUMBERLAND,2007,PA,19797.0,28387.531120501328,
338,NORTHUMBERLAND,2008,PA,23306.0,32329.010869501602,
339,NORTHUMBERLAND,2009,PA,24017.0,32076.161250001103,
340,NORTHUMBERLAND,2010,PA,25533.0,33076.216777501,10.0
341,NORTHUMBERLAND,2011,PA,29540.0,38588.462550225944,10.0
342,NORTHUMBERLAND,2012,PA,30906.0,40174.345942500906,
343,PERRY,2006,PA,6200.0,10773.418188862672,
344,PERRY,2007,PA,6915.0,12418.406592000165,
345,PERRY,2008,PA,7276.0,13776.933570225076,
346,PERRY,2009,PA,7892.0,13959.980405437545,
347,PERRY,2010,PA,8918.0,14930.523641812537,
348,PERRY,2011,PA,9854.0,15524.137767712598,
349,PERRY,2012,PA,10280.0,15549.280231575161,
350,PHILADELPHIA,2006,PA,254686.0,493408.2506825521,433.0
351,PHILADELPHIA,2007,PA,297689.0,551742.8999160031,356.0
352,PHILADELPHIA,2008,PA,333824.0,657378.432021714,375.0
353,PHILADELPHIA,2009,PA,359729.0,775310.3269247554,346.0
354,PHILADELPHIA,2010,PA,405231.0,871662.0716837965,340.0
355,PHILADELPHIA,2011,PA,489524.0,1061098.0264754368,430.0
356,PHILADELPHIA,2012,PA,507581.0,1067454.6655439988,457.0
357,PIKE,2006,PA,9281.0,15445.271626500255,
358,PIKE,2007,PA,10681.0,16411.35653650026,
359,PIKE,2008,PA,12604.0,19518.444788363006,
360,PIKE,2009,PA,14829.0,22978.59238545062,
361,PIKE,2010,PA,17231.0,28229.741831363546,12.0
362,PIKE,2011,PA,21821.0,44501.48701886324,12.0
363,PIKE,2012,PA,21949.0,49349.95092772544,
364,POTTER,2006,PA,2813.0,3566.6146860000013,
365,POTTER,2007,PA,3049.0,4548.823898362507,
366,POTTER,2008,PA,3492.0,5173.833463500038,
367,POTTER,2009,PA,3851.0,5197.683218400044,
368,POTTER,2010,PA,4146.0,5029.05311748754,
369,POTTER,2011,PA,4489.0,4843.808791125051,
370,POTTER,2012,PA,4273.0,5544.103279087553,
371,SCHUYLKILL,2006,PA,22861.0,40469.118400239284,21.0
372,SCHUYLKILL,2007,PA,30171.0,52415.2410042147,21.0
373,SCHUYLKILL,2008,PA,33457.0,57154.50440373979,12.0
374,SCHUYLKILL,2009,PA,33917.0,57164.341848789794,24.0
375,SCHUYLKILL,2010,PA,38293.0,61455.04005574009,23.0
376,SCHUYLKILL,2011,PA,44994.0,71850.60278902775,23.0
377,SCHUYLKILL,2012,PA,46389.0,72588.63039435273,31.0
378,SNYDER,2006,PA,4049.0,5769.546315000034,
379,SNYDER,2007,PA,4735.0,6729.021849000087,
380,SNYDER,2008,PA,5610.0,7648.073415000134,
381,SNYDER,2009,PA,5835.0,7627.349415000127,
382,SNYDER,2010,PA,7067.0,8919.020437500187,
383,SNYDER,2011,PA,8282.0,10347.58623000023,
384,SNYDER,2012,PA,9085.0,10649.977725000224,
385,SOMERSET,2006,PA,10064.0,14847.440247525512,
386,SOMERSET,2007,PA,11596.0,17816.352277238107,
387,SOMERSET,2008,PA,12633.0,19822.070186700596,
388,SOMERSET,2009,PA,15192.0,23944.65142725066,10.0
389,SOMERSET,2010,PA,16682.0,28136.352507038242,12.0
390,SOMERSET,2011,PA,18962.0,33249.1661602131,
391,SOMERSET,2012,PA,20435.0,35153.39175453803,13.0
392,SULLIVAN,2006,PA,440.0,798.0234765000012,
393,SULLIVAN,2007,PA,629.0,1137.844740225001,
394,SULLIVAN,2008,PA,701.0,853.8040154999994,
395,SULLIVAN,2009,PA,661.0,896.9110875000008,
396,SULLIVAN,2010,PA,590.0,762.5923500000006,
397,SULLIVAN,2011,PA,529.0,739.7851125000004,
398,SULLIVAN,2012,PA,483.0,714.5286750000006,
399,SUSQUEHANNA,2006,PA,4137.0,7065.450046087525,
400,SUSQUEHANNA,2007,PA,4911.0,8274.67999998753,
401,SUSQUEHANNA,2008,PA,5194.0,7998.082954312537,
402,SUSQUEHANNA,2009,PA,5338.0,7631.820544762532,
403,SUSQUEHANNA,2010,PA,5718.0,8536.668624525073,
404,SUSQUEHANNA,2011,PA,6464.0,9402.008599537545,
405,SUSQUEHANNA,2012,PA,6942.0,10770.111802500036,
406,TIOGA,2006,PA,5275.0,7233.264747862591,
407,TIOGA,2007,PA,6052.0,8138.403466500127,
408,TIOGA,2008,PA,7508.0,9876.110478000204,
409,TIOGA,2009,PA,8556.0,12251.820461587728,
410,TIOGA,2010,PA,10271.0,15029.294535450243,
411,TIOGA,2011,PA,10989.0,15973.785094537738,
412,TIOGA,2012,PA,12078.0,18235.93413817525,
413,UNION,2006,PA,3258.0,3684.448745999998,
414,UNION,2007,PA,4294.0,4702.113157500026,
415,UNION,2008,PA,4929.0,5405.832379500052,
416,UNION,2009,PA,5329.0,6023.894055000065,
417,UNION,2010,PA,6386.0,7616.997052500111,
418,UNION,2011,PA,7530.0,8670.584610000154,
419,UNION,2012,PA,8140.0,8930.454720000198,
420,VENANGO,2006,PA,9003.0,12965.676647362921,12.0
421,VENANGO,2007,PA,9765.0,13817.606779725413,
422,VENANGO,2008,PA,11301.0,15284.142300000442,
423,VENANGO,2009,PA,12894.0,17300.127803175536,
424,VENANGO,2010,PA,13842.0,18071.338282950557,
425,VENANGO,2011,PA,16397.0,21253.495699088086,13.0
426,VENANGO,2012,PA,17973.0,23771.636910450696,10.0
427,WARREN,2006,PA,4397.0,6984.940666500112,
428,WARREN,2007,PA,5354.0,7482.784515862621,
429,WARREN,2008,PA,6482.0,8602.66066758768,
430,WARREN,2009,PA,7178.0,9678.370395225225,
431,WARREN,2010,PA,7780.0,10592.680515000267,
432,WARREN,2011,PA,8430.0,11171.681891362756,
433,WARREN,2012,PA,8646.0,11142.679207500281,
434,WASHINGTON,2006,PA,30150.0,53491.02944357833,18.0
435,WASHINGTON,2007,PA,36653.0,64838.802814804294,17.0
436,WASHINGTON,2008,PA,39599.0,70450.73046502935,19.0
437,WASHINGTON,2009,PA,44600.0,78367.1633289418,15.0
438,WASHINGTON,2010,PA,47666.0,80647.98565781642,34.0
439,WASHINGTON,2011,PA,50070.0,82315.50269497847,38.0
440,WASHINGTON,2012,PA,54138.0,85912.44770884105,29.0
441,WAYNE,2006,PA,9803.0,13941.970023450247,
442,WAYNE,2007,PA,11323.0,16092.001679812767,
443,WAYNE,2008,PA,13002.0,17370.313834312874,
444,WAYNE,2009,PA,14314.0,20096.329723387986,
445,WAYNE,2010,PA,16500.0,24692.557377263158,
446,WAYNE,2011,PA,17563.0,28380.235500675637,
447,WAYNE,2012,PA,17720.0,30203.47226295055,
448,WESTMORELAND,2006,PA,63283.0,111515.75838785908,45.0
449,WESTMORELAND,2007,PA,74530.0,134364.13709474864,52.0
450,WESTMORELAND,2008,PA,87324.0,154710.52599532445,50.0
451,WESTMORELAND,2009,PA,96553.0,168818.4494591033,62.0
452,WESTMORELAND,2010,PA,102581.0,188723.7590096002,56.0
453,WESTMORELAND,2011,PA,108112.0,199630.77745906435,72.0
454,WESTMORELAND,2012,PA,109061.0,185192.79038138821,95.0
455,WYOMING,2006,PA,4023.0,6655.239038362529,
456,WYOMING,2007,PA,5038.0,8116.344259500037,
