,County,Year,State,QUANTITY,MME,Deaths
229,CHAMBERS,2009,TX,1322.0,2265.382185225015,
230,CHAMBERS,2010,TX,1280.0,2168.2882500000132,
231,CHAMBERS,2011,TX,1801.0,2572.4305697625177,
232,CHAMBERS,2012,TX,1834.0,2697.9022865625225,
233,CHEROKEE,2006,TX,5801.0,9501.418006362617,
234,CHEROKEE,2007,TX,6313.0,9658.341214087612,
235,CHEROKEE,2008,TX,6678.0,9788.968230450146,
236,CHEROKEE,2009,TX,6624.0,9834.276337500147,
237,CHEROKEE,2010,TX,6624.0,9405.396397500203,
238,CHEROKEE,2011,TX,7730.0,10205.271105000245,
239,CHEROKEE,2012,TX,8179.0,11493.167925000202,
240,CHILDRESS,2006,TX,1915.0,2320.3879097625004,
241,CHILDRESS,2007,TX,1976.0,2381.107153162503,
242,CHILDRESS,2008,TX,2173.0,2748.7375781624996,
243,CHILDRESS,2009,TX,2719.0,3329.8738629375025,
244,CHILDRESS,2010,TX,2974.0,3827.490646800007,
245,CHILDRESS,2011,TX,3389.0,3888.8932968000067,
246,CHILDRESS,2012,TX,3025.0,4061.1748554375126,
247,CLAY,2006,TX,513.0,1239.0368250000045,
248,CLAY,2007,TX,602.0,1346.1720733875006,
249,CLAY,2008,TX,647.0,1537.1961320250036,
250,CLAY,2009,TX,769.0,1379.3152368000044,
251,CLAY,2010,TX,654.0,1347.7701424875015,
252,CLAY,2011,TX,669.0,1250.619938625001,
253,CLAY,2012,TX,513.0,1334.0095136250004,
254,COCHRAN,2006,TX,113.0,90.74040000000005,
255,COLEMAN,2006,TX,435.0,638.2579425000011,
256,COLEMAN,2007,TX,451.0,822.2263500000022,
257,COLEMAN,2008,TX,474.0,827.7943800000027,
258,COLEMAN,2009,TX,519.0,894.7866300000022,
259,COLEMAN,2010,TX,572.0,867.7156200000009,
260,COLEMAN,2011,TX,642.0,932.7560325000021,
261,COLEMAN,2012,TX,460.0,980.6920500000024,
262,COLLIN,2006,TX,72876.0,88235.61132246941,
263,COLLIN,2007,TX,87556.0,103886.09612645999,
264,COLLIN,2008,TX,89149.0,117747.45459873702,
265,COLLIN,2009,TX,93832.0,131795.50522296224,
266,COLLIN,2010,TX,100620.0,143075.79711249907,
267,COLLIN,2011,TX,115805.0,160593.59718726441,
268,COLLIN,2012,TX,118510.0,169215.13908973717,
269,COLORADO,2006,TX,1715.0,1924.7581620375076,
270,COLORADO,2007,TX,1900.0,2040.5453250000048,
271,COLORADO,2008,TX,2100.0,2353.7271000000046,
272,COLORADO,2009,TX,2217.0,2626.629844087497,
273,COLORADO,2010,TX,2309.0,2525.601750000006,
274,COLORADO,2011,TX,2331.0,2476.949989087506,
275,COLORADO,2012,TX,2115.0,2357.4055277250136,
276,COMAL,2006,TX,12177.0,15496.175887500236,15.0
277,COMAL,2007,TX,13169.0,18411.063981725376,
278,COMAL,2008,TX,14456.0,19934.54797350045,
279,COMAL,2009,TX,15173.0,21322.6624202255,
280,COMAL,2010,TX,17014.0,23406.186157500742,18.0
281,COMAL,2011,TX,20026.0,24073.202842500683,1.0
282,COMAL,2012,TX,19911.0,25178.868900225603,12.0
283,COMANCHE,2006,TX,2712.0,3039.54303749999,
284,COMANCHE,2007,TX,2296.0,2977.609310999982,
285,COMANCHE,2008,TX,2180.0,2875.880333399994,
286,COMANCHE,2009,TX,3087.0,2805.7980463499966,
287,COMANCHE,2010,TX,3189.0,2646.7383881624983,
288,COMANCHE,2011,TX,3509.0,2926.713770212492,
289,COMANCHE,2012,TX,2765.0,2769.2356504500094,
290,CONCHO,2007,TX,100.0,0.30269999999999997,
291,CONCHO,2012,TX,171.0,295.3753349999996,
292,COOKE,2006,TX,6500.0,10350.841816500073,
293,COOKE,2007,TX,7963.0,11983.163558500086,
294,COOKE,2008,TX,9141.0,13162.32390186255,1.0
295,COOKE,2009,TX,9069.0,13652.133682500136,
296,COOKE,2010,TX,8860.0,13058.421222225106,
297,COOKE,2011,TX,9358.0,13947.427507950093,
298,COOKE,2012,TX,8588.0,13365.157507500031,
299,CORYELL,2006,TX,3412.0,4415.385487500008,
300,CORYELL,2007,TX,4872.0,6362.121774000107,
301,CORYELL,2008,TX,5968.0,7885.151328000162,
302,CORYELL,2009,TX,7529.0,9909.571035000215,
303,CORYELL,2010,TX,7934.0,10293.321112725193,
304,CORYELL,2011,TX,9239.0,12266.592540000242,
305,CORYELL,2012,TX,9218.0,13299.193042500243,
306,CRANE,2006,TX,204.0,270.57859999999965,
307,CRANE,2007,TX,243.0,478.47254999999944,
308,CRANE,2008,TX,410.0,666.5786250000004,
309,CRANE,2009,TX,375.0,626.7893249999994,
310,CRANE,2010,TX,434.0,734.7501375000006,
311,CRANE,2011,TX,551.0,854.5241250000021,
312,CRANE,2012,TX,471.0,1099.2791925000047,
313,CROCKETT,2006,TX,224.0,239.0666999999997,
314,CROCKETT,2007,TX,205.0,234.82889999999983,
315,CROCKETT,2008,TX,306.0,268.0076999999998,
316,CROCKETT,2009,TX,350.0,309.04784999999976,
317,CROCKETT,2010,TX,286.0,248.86799999999963,
318,CROCKETT,2011,TX,184.0,204.06674999999987,
319,CROCKETT,2012,TX,165.0,226.26824999999977,
320,CROSBY,2006,TX,399.0,724.362975000001,
321,CROSBY,2007,TX,385.0,697.2433200000004,
322,CROSBY,2008,TX,456.0,891.7627200000005,
323,CROSBY,2009,TX,562.0,814.5723150000008,
324,CROSBY,2010,TX,595.0,949.454355000002,
325,CROSBY,2011,TX,799.0,1322.0853000000056,
326,CROSBY,2012,TX,872.0,1566.4490025000036,
327,CULBERSON,2006,TX,3.0,3.4810499999999998,
328,DALLAM,2006,TX,903.0,1098.841980000003,
329,DALLAM,2007,TX,828.0,1174.6006350000032,
330,DALLAM,2008,TX,671.0,1053.0068250000033,
331,DALLAM,2009,TX,655.0,1044.0891300000037,
332,DALLAM,2010,TX,620.0,1150.8351413625064,
333,DALLAM,2011,TX,1055.0,1423.6675838625079,
334,DALLAM,2012,TX,668.0,1248.2060288625066,
335,DALLAS,2006,TX,243200.0,325649.0955660025,222.0
336,DALLAS,2007,TX,288340.0,370469.2129841668,225.0
337,DALLAS,2008,TX,325279.0,399684.3958450219,40.0
338,DALLAS,2009,TX,327651.0,425212.28012986266,216.0
339,DALLAS,2010,TX,346552.0,468250.80804648047,213.0
340,DALLAS,2011,TX,400074.0,517349.24545201584,238.0
341,DALLAS,2012,TX,368992.0,506881.9423424686,229.0
