,County,Year,State,QUANTITY,MME,Deaths
388,SAINT LUCIE,2012,FL,65019.0,143969.89979723035,
389,SANTA ROSA,2006,FL,24805.0,44111.67851095136,28.0
390,SANTA ROSA,2007,FL,31370.0,51318.023231731866,2.0
391,SANTA ROSA,2008,FL,35133.0,57690.950861713805,21.0
392,SANTA ROSA,2009,FL,40724.0,67867.26888157676,11.0
393,SANTA ROSA,2010,FL,48778.0,89435.96215725293,17.0
394,SANTA ROSA,2011,FL,49266.0,90109.9158802153,18.0
395,SANTA ROSA,2012,FL,43527.0,79863.11723385204,1.0
396,SARASOTA,2006,FL,104592.0,186351.13329228776,76.0
397,SARASOTA,2007,FL,122394.0,242670.3861623037,76.0
398,SARASOTA,2008,FL,137567.0,324196.6680052038,71.0
399,SARASOTA,2009,FL,142931.0,367976.2322097207,75.0
400,SARASOTA,2010,FL,158055.0,426108.3153456161,83.0
401,SARASOTA,2011,FL,161333.0,412731.76329699194,84.0
402,SARASOTA,2012,FL,122325.0,266242.8890628439,71.0
403,SEMINOLE,2006,FL,85310.0,134735.66849282285,38.0
404,SEMINOLE,2007,FL,96767.0,185430.98862422438,49.0
405,SEMINOLE,2008,FL,117073.0,256465.7715015744,41.0
406,SEMINOLE,2009,FL,147318.0,320779.05599589634,72.0
407,SEMINOLE,2010,FL,196230.0,491538.4489893029,61.0
408,SEMINOLE,2011,FL,208730.0,521292.23653927376,60.0
409,SEMINOLE,2012,FL,118734.0,186169.02560922125,4.0
410,SUMTER,2006,FL,12089.0,12822.86720500025,
411,SUMTER,2007,FL,15059.0,16784.182853000446,
412,SUMTER,2008,FL,15273.0,21509.17227172555,
413,SUMTER,2009,FL,18925.0,30569.094904538237,
414,SUMTER,2010,FL,27414.0,58311.86179680132,
415,SUMTER,2011,FL,26919.0,54304.06510226349,
416,SUMTER,2012,FL,24079.0,45944.804344276126,
417,SUWANNEE,2006,FL,7498.0,9345.596314950142,
418,SUWANNEE,2007,FL,8375.0,11324.528017850196,
419,SUWANNEE,2008,FL,8777.0,12980.800460675146,
420,SUWANNEE,2009,FL,8623.0,12835.53590703761,
421,SUWANNEE,2010,FL,9321.0,13182.17120636261,
422,SUWANNEE,2011,FL,9366.0,14079.857971125128,
423,SUWANNEE,2012,FL,8992.0,13754.14157928763,
424,TAYLOR,2006,FL,5160.0,5544.284807500053,
425,TAYLOR,2007,FL,6562.0,6762.137541362609,
426,TAYLOR,2008,FL,7916.0,8597.878620000138,
427,TAYLOR,2009,FL,10746.0,11572.54885886278,
428,TAYLOR,2010,FL,7620.0,9613.77404636274,
429,TAYLOR,2011,FL,8081.0,10229.764905225185,
430,TAYLOR,2012,FL,7694.0,10201.239000000194,
431,UNION,2006,FL,1802.0,2453.7138810000033,
432,UNION,2007,FL,1913.0,2777.3403794000114,
433,UNION,2008,FL,2480.0,3458.164693350011,
434,UNION,2009,FL,2858.0,4037.616628387515,
435,UNION,2010,FL,3049.0,5090.0048481750155,
436,UNION,2011,FL,2671.0,3801.527356575017,
437,UNION,2012,FL,2570.0,3553.925989762516,
438,VOLUSIA,2006,FL,108609.0,166518.40532767298,80.0
439,VOLUSIA,2007,FL,119160.0,195477.5530197753,62.0
440,VOLUSIA,2008,FL,140776.0,275349.3369203822,83.0
441,VOLUSIA,2009,FL,175247.0,370128.3798411163,106.0
442,VOLUSIA,2010,FL,206061.0,481913.3875672456,104.0
443,VOLUSIA,2011,FL,199050.0,396323.0280208701,89.0
444,VOLUSIA,2012,FL,154624.0,265012.3541039926,85.0
445,WAKULLA,2006,FL,4502.0,5464.2538940000395,
446,WAKULLA,2007,FL,5662.0,7575.903873500098,
447,WAKULLA,2008,FL,6055.0,8114.9219535001175,
448,WAKULLA,2009,FL,6013.0,8481.538980000116,
449,WAKULLA,2010,FL,6420.0,8909.32365386265,
450,WAKULLA,2011,FL,7250.0,9653.313382725166,
451,WAKULLA,2012,FL,7359.0,9747.85644772516,
452,WALTON,2006,FL,13342.0,22041.41405562554,16.0
453,WALTON,2007,FL,15418.0,24799.00105896552,12.0
454,WALTON,2008,FL,14151.0,24625.185682337924,
455,WALTON,2009,FL,14722.0,29237.20863746275,
456,WALTON,2010,FL,17078.0,36549.72888131253,
457,WALTON,2011,FL,17250.0,35063.18099358773,
